Año,Mes,Fecha_Pub_DOF,Clave ciudad,Nombre ciudad,División,Grupo,Clase,Subclase,Clave genérico,Genérico,Consecutivo,Especificación,Precio promedio,Cantidad,Unidad,Estatus
2022,8,,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"HUMALOG, MED P/DIAB, AMPOLLETAS, DE 100ML, LAB HUMULAG      ",897.37,1,CAJA  ,
2022,8,,4,"Guadalajara, Jal.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"METFORMINA, MED P/DIAB, TABLETAS, 60 DE 500MG, LAB PHARMALIF",57.01,1,FCO   ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"LANTUS SOLOSTAR, MED P/DIAB, 1 CARTUCHO DE 3 ML, LAB SANOFI ",447.19,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE ",405,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DIMEFOR, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB SIEGFRIED R",304,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GLIMETAL LEX, MED P/DIAB, TABLETAS, 16 DE 2/850 MG, SILANES ",589.99,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GLUCERNA, MED P/DIAB, POLVO, SR, BOTE DE 400 GR             ",259,1,BOTE  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK ",290.99,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK ",286.5,1,CAJA  ,
2022,8,,5,"Monterrey, N.L.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,8,"GLIMETAL, MED P/DIAB, TABLETAS, 16 DE 4/100 MG, LAB SILANES ",964.96,1,CAJA  ,
2022,8,,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK   ",299.9,1,CAJA  ,
2022,8,,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB ROCH    ",509,1,CAJA  ,
2022,8,,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOP, METABOLICO , TABLETAS, 60 DE 500 MG, LAB ROCHE      ",631.58,1,CAJA  ,
2022,8,,6,"Mexicali, B.C.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIMEFOR, MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB            ",266.7,1,CAJA  ,
2022,8,,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX, MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK      ",479,1,CAJA  ,
2022,8,,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB ROCHE   ",781.23,1,CAJA  ,
2022,8,,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK     ",275.09,1,CAJA  ,
2022,8,,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIMEFORT, MED P/DIAB, TABLETAS, 60 DE 500/2.5MG, LAB SIEGFRI",436,1,CAJA  ,
2022,8,,7,"Cd. Juárez, Chih.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, MED P/DIAB, TABLETAS, XR, C/30 DE 750 MG, LAB MERCK  ",439,1,CAJA  ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEON, MED P/DIAB, CAPSULAS, 30 DE 1.184 GR, LAB MERCK     ",263.5,1,CAJA  ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"HUMALOG MIX 25, MED P/DIAB, AMPOLLETA, 2 DE 3 ML, LAB ELI LI",785.62,1,CAJA  ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"FARMACIA DEL AHORRO MP, MED P/DIAB, TABLETAS, PIOGLITAZONA, ",181.11,1,FCO   ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHARMA",25,1,CAJA  ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK        ",333.5,1,CAJA  ,
2022,8,,8,"Acapulco, Gro.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"AMARYL, MED/P DIAB, TABLETAS, CAJA DE 15, DE 2 MG, LAB SANOF",443.5,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX XR, MED P/DIAB, TABLETAS, 60 DE 750 MG, LAB MERCK     ",697.5,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"PRE-DIAL PLUS, MED P/DIAB, TABLETAS, DE 30 DE 850 MG, LAB SI",399,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX, MED P/DIAB, TABLETAS, DE 60 DE 500 MG, LAB MERCK     ",335.89,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"AMARYL, MED P/DIAB, TABLETAS, 15 DE 4 MG, LAB SANOFI AVENTIS",757.5,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GALVUSMET, MED P/ DIAB, COMPRIMIDOS,DE 60 DE 850/50 MG, LAB ",1096,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"GLIMETAL, MED P/DIAB, TABLETAS, 16 DE 4/850 MG, LAB SILANES ",819.9,1,CAJA  ,
2022,8,,9,"Culiacán, Sin.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"JANUMET, MED P/DIAB, COMPRIMIDOS, DE 28 DE 50/500 MG, LAB ME",765.33,1,CAJA  ,
2022,8,,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"METFORMINA, METABOLICO, TABLETAS, 500 MG, C/60, LAB ALPHA   ",65,1,CAJA  ,
2022,8,,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GLUCOVANCE, MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK ",635,1,CAJA  ,
2022,8,,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOPHAGE XR, MED P/DIAB, GRAGEAS, 30 DE 750 MG, LAB MERCK ",482.18,1,CAJA  ,
2022,8,,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"INSULINA, MED P/DIAB, AMPOLLETAS, 100 UI/ML, INSULINA HUMANA",120.98,1,CAJA  ,
2022,8,,10,"León, Gto.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK        ",316.51,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB FARMACIA",71,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DIMEFOR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED R",201,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOPHAGE, MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK   ",468,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"PREDIAL PLUS, MED P/DIAB, TABLETAS, 30 DE 850MG, LAB SILANES",444,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"GALVUS MET, MED P/DIAB, COMPRIMIDOS, 30 DE 50/850 MG, LAB NO",548.48,1,CAJA  ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"THIOCTACID, METABOLICO, TABLETAS, 30 DE 600 MG, LAB BAYER   ",887.23,1,FCO   ,
2022,8,,11,"Puebla, Pue.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"GLIMETAL, TABLETAS 16, DE 1000/2 MG, LAB SILANES            ",633.44,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"ACARBOSA, MED P/DIAB, TABLETAS, 50 MG, 30 PZAS, ALPHARMA    ",66,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"METFORMINA, MED P/DIAB, GRAGEAS, C/60, DE 500 MG            ",78,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"GLUCOVANCE, MED P/DIAB, TABLETAS, C/60, DE 500/2.5 MG, LAB M",533.75,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"AMARYL, MED P/DIAB, TABLETAS, C/15 DE 2 MG, SANOFI AVENTIS  ",375.25,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEX, METABOLICO, TABLETAS, C/30 DE 850 MG, ME             ",291.42,1,CAJA  ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"GLUCERNA, MED P/DIAB, SUSPENSION, FCO C/237 ML, ABBOTT LAB  ",54.7,1,FCO   ,
2022,8,,12,"San Luis Potosí, S.L.P.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"METFORMINA, MED P/DIAB, TABLETAS, 30 DE 850 MG, PHARMA LIFE ",21.5,1,CAJA  ,
2022,8,,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"METFORMINA GI, MED P/DIAB, CAPSULAS, 30 DE 850 MG, LAB PISA ",63.26,1,CAJA  ,
2022,8,,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"JANUMET, MED P/DIAB, COMPRIMIDOS, 28 DE 50/850 MG, LAB MSD  ",721.65,1,CAJA  ,
2022,8,,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"FORXIGA, MED P/DIAB, TABLETAS, 14 DE 10 MG, LAB ASTRA ZENECA",694.26,1,CAJA  ,
2022,8,,13,"Tapachula, Chis.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GLUCOPHAGE, METABOLICO, CAPSULAS, 60 DE 850 MG, LAB EL      ",927.5,1,CAJA  ,
2022,8,,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX, METABOLICO, GRAGEAS, TABLETAS, 30 DE 850MG, LAB MERCK",309,1,CAJA  ,
2022,8,,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"GALVUS, METABOLICO , GRAGEAS,  56 CMPR, 50MG, LAB NOVARTIS  ",987,1,CAJA  ,
2022,8,,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"XIGDUO XR, MED P/DIAB, TABLETAS, 10/1000MG, C/28 TABL,LAB AS",1231.59,1,CAJA  ,
2022,8,,14,"Toluca, Edo. de Méx.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"HUMALOG, METABOLICO, SUSPENSION, C/2 CARTUCHOS, DE 25 UI/ML,",891,1,PZA   ,
2022,8,,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"TRAYENTA, TABLETAS, DE 30, DE 5 MG, LAB LILLY               ",1533,1,CAJA  ,
2022,8,,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DINAMEL, METABOLICO, TABLETAS, 30 DE 500 MG, LAB LIFERPAL   ",52.9,1,CAJA  ,
2022,8,,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"SILANES, TABLETAS, GLIMETAL 1 MG DE GLIMEPERIDA, LAB SILANES",748,1,CAJA  ,
2022,8,,15,"Torreón, Coah.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DIABION, CAPSULAS, C/30, LAB MERCK                          ",281.39,1,FCO   ,
2022,8,,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX-XR, METABOLICO, GRAGEAS, 30 DE 750 MG, LAB MERCK      ",426,1,CAJA  ,
2022,8,,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"AMARYL, TABLETAS, 15 DE 2 MG, LAB SANOFI                    ",419,1,CAJA  ,
2022,8,,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"DABEX XR, TABLETAS, 30 DE 1000 MG, LAB MERCK                ",456,1,CAJA  ,
2022,8,,16,"Veracruz, Ver.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"GALVUS, COMPRIMIDOS, 28 DE 50 MG, LAB NOVARTIS              ",415.8,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,1,"DABEX XR, MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK     ",445,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,2,"DIMEFOR XR, MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIE",200.25,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,3,"METFORMINA GLIBENCLAMIDA, MED P/DIAB, TABLETAS, 60 DE 500MG/",55,1,FCO   ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,4,"DABEX XR, MED P/DIAB, COMPRIMIDOS, 30 DE 500 MG, LAB MERCK  ",250.17,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,5,"DABEON CAP, MED P/DIAB, CAPSULAS, 30 DE 1.184 G, LAB MERCK  ",279,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,6,"PREDIAL, MED P/DIAB, TABLETAS, 40 DE 500, LAB SILANES       ",288,1,CAJA  ,
2022,8,,17,"Villahermosa, Tab.",5. Salud y cuidado personal,5.1. Salud,5.1.1. Medicamentos y aparatos,55 Medicamentos,198,Medicamentos para diabetes,7,"LANTUS, MED P/DIAB, AMPOLLETAS, INYECTABLE, 1 DE 3 ML, LAB S",487,1,CAJA  ,
