"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"21394","01007621491000013001000000U7","CLINICA Y HOSPITAL VIRGEN DEL CARMEN","CLINICA Y MATERNIDAD NUESTRA SEÑORA DEL CARMEN SA DE CV","622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","CONSUELO R. DE MACIAS","CALLE","JOSE LUIS MACIAS","CALLE","16 DE SEPTIEMBRE","CALLE","GUADALUPE","412",,,,,"402","COLONIA","JOSE LUIS MACIAS",,,,"20408","01","AGUASCALIENTES","007","Rincón de Romos","0001","Rincón de Romos","0063","038","4659510699","CLINICADELCARMEN97@GMAIL.COM","WWW.CLINICADELCARMEN.COM","Fijo","22.23523027","-102.31693949","2010-07"
"19710","01001622111000133001000000U9","CLINICA Y MATERNIDAD CASA BLANCA","CORPORATIVO MÉDICO CASA BLANCA SA DE CV","622111","Hospitales generales del sector privado","11 a 30 personas","AVENIDA","Aguascalientes Sur","CALLE","Casa Blanca","CALLE","Vivero de la Floresta","CALLE","Caudillos","12",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA","0",,"FRACCIONAMIENTO","CASA BLANCA","HOSPITAL, CENTRO MEDICO O CLINICA","CLINICA CASA BLANCA","0","20297","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2672","025",,"CORPORATIVO.MEDICO.CASABLANCA@GMAIL.COM","WWW.CLINICACASABLANCA.COM","Fijo","21.85986076","-102.27618232","2011-03"
"5531","01001622111000167000024367S7","CRUZ ROJA MEXICANA","CRUZ ROJA MEXICANA IAP","622111","Hospitales generales del sector privado","51 a 100 personas","CALLE","DOCTOR E. GONZÁLEZ MEDINA","AVENIDA","LAS AMÉRICAS","CALLE","DOCTOR G. RAMÍREZ VALDEZ","AVENIDA","LAS AMÉRICAS","104",,,,,,"FRACCIONAMIENTO","EL DORADO PRIMERA SECCION",,,,"20230","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0939","016",,,"WWW.CRUZROJAMEXICANA.ORG.MX","Fijo","21.86127313","-102.30336509","2010-07"
"6923790","01001622112000317000000000U6","HOSPITAL CENTENARIO MIGUEL HIDALGO","SECRETARIA DE SALUD DEL ESTADO DE AGUASCALIENTES ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","HEROICO COLEGIO MILITAR","AVENIDA","MANUEL GOMEZ MORIN","AVENIDA","GABRIELA MISTRAL","AVENIDA","SIN REFERENCIA",,"SN",,,,,"COLONIA","FERRONALES",,,,"20180","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","1528","001",,,,"Fijo","21.89443133","-102.28403361","2019-11"
"27105","01006622112000057000000000U7","HOSPITAL GENERAL DE PABELLON DE ARTEAGA","INSTITUTO DE SALUD DEL ESTADO DE AGUASCALIENTES ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","VENUSTIANO CARRANZA","AVENIDA","SEBASTIAN LERDO DE TEJADA","CALLE","LEANDRO VALLE","CALLE","NINGUNO","50",,,,,,"COLONIA","CENTRO",,,,"20679","01","AGUASCALIENTES","006","Pabellón de Arteaga","0001","Pabellón de Arteaga","0085","006",,,,"Fijo","22.15016876","-102.2798696","2010-07"
"21909","01007622112000037000000000U7","HOSPITAL GENERAL DE RINCON DE ROMOS","ISEA ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","MORELOS","AVENIDA","CONSTITUCION DE 1917","CALLE","PADRE NIEVES","CALLE","PADRE NIEVES",,"SN",,,,,"COLONIA","SAN JOSE",,,,"20400","01","AGUASCALIENTES","007","Rincón de Romos","0001","Rincón de Romos","0059","017",,"DIRECCION.HGRR@HOMAIL.COM",,"Fijo","22.22508355","-102.32102737","2010-07"
"4783","01001622112000237000000000U6","HOSPITAL GENERAL DE ZONA NO 1","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","251 y más personas","BOULEVARD","JOSE MARIA CHAVEZ","AVENIDA","CONVENCION DE 1914 SUR","CALLE","JARDIN DEL ESTUDIANTE","CALLE","MIGUEL CALDERA","1202",,,,,,"FRACCIONAMIENTO","LINDA VISTA",,,,"20270","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0888","019",,"SERGIO.SANCHEZE@IMSS.GOB.MX","WWW.PREI.IMSS.GOB.MX","Fijo","21.86618943","-102.29417802","2010-07"
"10355","01001622112000257000000000U4","HOSPITAL GENERAL DE ZONA NUMERO 2","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","251 y más personas","CALLE","LOS CONOS","CALLE","LAS NORIAS","AVENIDA","AGUASCALIENTES ORIENTE","CALLE","COTORINAS","102",,,,"0",,"FRACCIONAMIENTO","OJOCALIENTE 1",,,,"20196","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2329","009",,,"WWW.IMSS.GO9B.MX","Fijo","21.87606944","-102.25461073","2010-07"
"7461885","01005622112000037000000000U1","HOSPITAL GENERAL DE ZONA NUMERO 3","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","251 y más personas","PROLONGACION","ZARAGOZA","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","905",,,,,,"EJIDO","JESUS MARIA",,,,"20908","01","AGUASCALIENTES","005","Jesús María","0001","Jesús María","0660","039","4491535900",,"WWW.IMSS.ORG.MX","Fijo","21.95653009","-102.30865838","2019-11"
"978","01003622112000056000000000U6","HOSPITAL GENERAL ISEA","ISEA ","622112","Hospitales generales del sector público","251 y más personas","BOULEVARD","RODOLFO LANDEROS GALLEGOS","CALLE","PROFESOR JOSE LANDEROS","CALLE","INDUSTRIA","BOULEVARD","SIN REFERENCIA","440",,,,,,"COLONIA","JOSE LANDEROS",,,,"20800","01","AGUASCALIENTES","003","Calvillo","0001","Calvillo","0168","005","4959560625",,,"Fijo","21.84822238","-102.70319079","2010-07"
"52245","01001622112000247000000000U5","HOSPITAL GENERAL TERCER MILENIO","INSTITUTO DE SALUD DEL ESTADO DE AGS ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","SIGLO XXI","AVENIDA","MARIANO HIDALGO","CALLE","CHICHEN ITZA","CALLE","ARTILLERO MIER","103",,,,,,"FRACCIONAMIENTO","MORELOS I",,,,"20298","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2719","052","4499776275","HGTM@ISSEA.GOB.MX","WWW.ISSEA.GOB.MX","Fijo","21.85597914","-102.25441611","2010-07"
"7408007","01006622111000014000000000U0","HOSPITAL SAN GERONIMO EMILIANI",,"622111","Hospitales generales del sector privado","31 a 50 personas","AVENIDA","AQUILES SERDAN","AVENIDA","LEANDRO VALLE","AVENIDA","SEBASTIAN LERDO DE TEJADA","CALLE","LEANDRO VALLE","203",,,,,,"COLONIA","PROGRESO",,,,"20670","01","AGUASCALIENTES","006","Pabellón de Arteaga","0001","Pabellón de Arteaga","0085","005",,,,"Fijo","22.14884429","-102.27910437","2019-11"
"21746","01007622111000014000000000U8","HOSPITAL SMI","HOSPITAL SMI SA DE CV","622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","16 DE SEPTIEMBRE","CALLE","MOTOLINIA ORIENTE","AVENIDA","GENERAL ÁLVARO OBREGON","CALLE","5 DE MAYO","122",,,,,,"BARRIO","EL CHAVEÑO",,,,"20400","01","AGUASCALIENTES","007","Rincón de Romos","0001","Rincón de Romos","0222","019","4658514729",,,"Fijo","22.23110143","-102.3168082","2010-07"
"6282167","01001622111000156000007707S0","HOSPITAL STAR MEDICA AGUASCALIENTES","STAR MEDICA SA DE CV","622111","Hospitales generales del sector privado","101 a 250 personas","AVENIDA","UNIVERSIDAD","AVENIDA","CONVENCION DE 1914 NORTE","CALLE","LICENCIADO H MIRAMONTES","CALLE","TABACHIN","101",,,,,,"HACIENDA","VILLAS DE LA UNIVERSIDAD",,,,"20020","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0290","023",,,,"Fijo","21.89790294","-102.30485353","2010-07"
"33494","01001622311000255001024828S6","HOSPITALES MAC","CENTRO HOSPITALARIO MAC SA DE CV","622111","Hospitales generales del sector privado","251 y más personas","CALLE","REPÚBLICA DEL PERÚ","AVENIDA","QUINTA","CALLE","REPÚBLICA DE ARGENTINA","CALLE","REPÚBLICA DE HONDURAS","102",,,,,,"FRACCIONAMIENTO","LAS AMERICAS","HOSPITAL, CENTRO MEDICO O CLINICA","HOSPITALARIA MAC","SN","20234","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0869","015",,"ELVIRA.RUIZ@HOSPITALESMAC.COM",,"Fijo","21.86380374","-102.29798298","2014-12"
"40307","01001621112000134001000000U6","ISSSTE HOSPITAL GENERAL AGUASCALIENTES","ISSSTE ","622112","Hospitales generales del sector público","0 a 5 personas","AVENIDA","UNIVERSIDAD","CALLE","SAN COSME","CALLE","SAN JORGE","CALLE","SAN CLEMENTE","0","SN",,,"0",,"FRACCIONAMIENTO","SAN CAYETANO",,,,"20010","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0286","003",,,,"Fijo","21.90192782","-102.30733272","2014-12"
"8387727","01011622111000013000000000U2","MEDICA SAN FRANCISCO DE AGUASCALIENTES","MEDICA DE   MEDICA SAN FRANCISCO DE AGUASCALIENTES SC","622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","EMILIO CARRANZA","CALLE","GUADALUPE VICTORIA","CALLE","URUGUAY","CALLE","JOSÉ MARÍA CHÁVEZ","403",,,,,,"FRACCIONAMIENTO","REVOLUCION",,,,"20303","01","AGUASCALIENTES","011","San Francisco de los Romo","0001","San Francisco de los Romo","0028","017","4659671507",,,"Fijo","22.07724685","-102.26958422","2019-11"
"22330","01001622111000183000000000U4","PRESTADORA DE SERVICIOS QUIRURGICOS","PRESTADORA DE SERVICIOS QUIRURGICOS DE AGUASCALIENTES S DE RL ","622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","GENERAL EMILIANO ZAPATA","CALLE","AZTECA","PRIVADA","NINGUNO","CALLE","RAFAEL GARCÍA MACÍAS","435",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA","16",,"BARRIO","GUADALUPE","HOSPITAL, CENTRO MEDICO O CLINICA","CENTRO DE ESPECIALIDADES MEDICAS","16","20059","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0572","012",,"PRESTADORADESERVICIOS@YAHOO.COM.MX",,"Fijo","21.88250582","-102.30519397","2010-07"
"19830","01001622111000093001000000U5","TORRE MEDICA SANTA MARÍA",,"622111","Hospitales generales del sector privado","31 a 50 personas","CALLE","EZEQUIEL A. CHAVEZ","CALLE","JUAN DE MONTORO","CALLE","MARIA CONCEPCION AGUAYO","CALLE","JUAN DE MONTORO","106",,,,,,"BARRIO","LA PURISIMA",,,,"20259","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0642","014","4499169720","TORRE.MEDICA_SM@OUTLOOK.ES",,"Fijo","21.88290184","-102.28457553","2011-03"
"6905903","01001622111000231000000000U1","UNIDAD MEDICA",,"622111","Hospitales generales del sector privado","0 a 5 personas","BOULEVARD","LUIS DONALDO COLOSIO","AVENIDA","LUIS DONALDO COLOSIO","CALLE","MONTE EVEREST","RETORNO","CERRO DE LA BUFA","1011",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA",,,"FRACCIONAMIENTO","LOMAS DEL CAMPESTRE II","HOSPITAL, CENTRO MEDICO O CLINICA","UNIDAD MEDICA COLOSIO","1011","20129","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2390","017","4492137746","ALE.M7@HOTMAIL.COM",,"Fijo","21.9240651","-102.31494631","2019-11"
"51320","01001622112000176000000000U6","UNIDAD MÉDICA DE ATENCIÓN AMBULATORIA","INSTITUO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","101 a 250 personas","AVENIDA","CONVENCION DE 1914 NORTE","CALLE","MELQUIADES MORENO","CALLE","PETROLEOS MEXICANOS","CALLE","ALFREDO LEWIS","0","SN",,,"0",,"COLONIA","INDUSTRIAL",,,,"20030","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","0375","020","4491532280","MARTHA.REYESC@IMSS.GOB.MX","WWW.IMSS.GOB.MX","Fijo","21.90005152","-102.29405845","2010-07"
"32840","01001621111003481000000000U6","UUMED",,"622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","DOCTOR G. RAMIREZ VALDEZ","AVENIDA","AGUASCALIENTES SUR","CALLE","DOCTOR E. GONZALEZ MEDINA","CALLE","DOCTOR E. GONZÁLEZ MEDINA","126",,"HOSPITAL, CENTRO MEDICO O CLINICA","PLANTA BAJA",,,"FRACCIONAMIENTO","EL DORADO 1A SECCIÓN","HOSPITAL, CENTRO MEDICO O CLINICA","UMED","126","20235","01","AGUASCALIENTES","001","Aguascalientes","0001","Aguascalientes","2085","033","4499173152",,,"Fijo","21.86023068","-102.30317645","2014-12"
"6915939","02002622112000511000000000U1","ALMACEN DE EMBARGOS DE IMSS","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","RIO SAN FRANCISCO","CALLE","NINGUNO","CARRETERA","CARRETERA A SAN LUIS RIO COLORADO","BOULEVARD","VENUSTIANO CARRANZA",,"SN",,,,,"COLONIA","GONZALEZ ORTEGA",,,,"21397","02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","2477","001",,,,"Fijo","32.5966515","-115.41097036","2019-11"
"6726608","02004622111000811000000000U3","BAJA MEDI","BAJAMEDIC ","622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","AVENIDA REVOLUCION","CALLE","CALLE BENÍTO JUÁREZ (SEGUNDA)","CALLE","CALLE CARRILLO PUERTO (TERCERA)","AVENIDA","AVENIDA FRANCISCO I. MADERO","868",,,,,,"COLONIA","ZONA CENTRO",,,,"22000","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","2946","012",,"INFO@BAJAMEDGROUP.COM","WWW.BAJAMEDGROUP.COM","Fijo","32.53461929","-117.03677214","2016-01"
"156698","02004464112002271010000000S7","BEST FUNDACION","FUNDACION BEST AC","622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","PRESIDENTE MIGUEL ALEMAN VALDES","CALLE","JOSE LOPEZ PORTILLO","CALLE","CALLE DEL ÁGUILA MARINA","AVENIDA","PRESIDENTE MIGUEL ALEMÁN VALDÉS",,"SN",,,,"1","PARQUE INDUSTRIAL","PRESIDENTES",,,,"22215","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","4016","026",,,,"Fijo","32.4924645","-116.90385026","2010-07"
"8317025","02004622111000911000053686U1","BODEGA","HOSPITAL CENTRICO MEDICO NOVA SA DE CV","622111","Hospitales generales del sector privado","0 a 5 personas","CALLE","PRESIDENTE IGNACIO COMONFORT","CALLE","INDEPENDENCIA","CALLE","FRANCISCO JAVIER MINA","CALLE","GUADALUPE VICTORIA","9317","C",,,,,"COLONIA","ZONA RIO",,,,"22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3836","044",,,,"Fijo","32.52896815","-117.0254031","2019-11"
"6472025","02001622112000321000000000U7","C0NSULTORIO MEDICO EXTENSION ISSTE","ISSTE ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","PRIVADA","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"PUEBLO","EL ROSARIO DE ARRIBA",,,,"22960","02","BAJA CALIFORNIA","006","San Quintín","0225","El Rosario de Arriba                                                                                          ","1069","002",,,,"Fijo","30.06075607","-115.72380244","2016-01"
"133397","02004622112000073000000000U8","CAPASITS","SECRETARÍA DE SALUD ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","FUENTES DE MEXICALI","CALLE","COMEDIA","CALLE","CALLE DEL MANANTIAL","CALLE","GROSELLA","0","SN",,,"0",,"COLONIA","FLORIDO CUARTA SECCION",,,,"22245","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","4590","019",,,,"Fijo","32.47195492","-116.84978589","2014-12"
"6907990","02001622111000091000000000U8","CENTRAL TERAPEUTICA",,"622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","CONSTITUCION","AVENIDA","BRONCE","CALLE","MERIDA","AVENIDA","BRONCE","1353",,,,"0",,"FRACCIONAMIENTO","MEXICO",,,,"22830","02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","7771","004","6461300006",,,"Fijo","31.87343271","-116.61262336","2019-11"
"9128254","02001622112000454000000000U6","CENTRO AVANZADO DE ATENCION PRIMARIA A LA SALUD","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","31 a 50 personas","CARRETERA","TRANSPENINSULAR","CALLE","ENSENADA","AVENIDA","MEXICALI","CALLE","REVOLUCIONARIOS",,"SN",,,,,"LOCALIDAD","RODOLFO SANCHEZ TABOADA (MANEADERO)",,,,"22790","02","BAJA CALIFORNIA","001","Ensenada","0139","Rodolfo Sánchez Taboada (Maneadero)","6063","027",,,,"Fijo","31.7192063","-116.57266877","2019-11"
"105742","02004622112000301000000000U3","CENTRO COMUNITARIO CARAVANA 27","AYUNTAMIENTO DE TIJUANA ","622112","Hospitales generales del sector público","0 a 5 personas","AVENIDA","LAS FUENTES","CALLE","HACIENDA FUENTES DE TECATE","BOULEVARD","2000","PRIVADA","HACIENDA FUENTES DEL SOL",,"SN",,,,,"FRACCIONAMIENTO","FRACC HACIENDA LAS FUENTES",,,,"22245","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","5885","014",,,,"Fijo","32.46998444","-116.84548334","2014-12"
"6930070","02002622111000371000000000U2","CENTRO DE DIAGNOSTICO SAN ANGEL",,"622111","Hospitales generales del sector privado","0 a 5 personas","CALLE","LUIS CASTRO LOPEZ","AVENIDA","REFORMA","CALLEJON","REFORMA","CALLE","DOCTOR GASTON SALAZAR (D)","327",,,,,,"COLONIA","SEGUNDA SECCION",,,,"21100","02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","4238","011",,"DRBURGOSJORGE@GMAI.COM",,"Fijo","32.66383688","-115.47545327","2019-11"
"8565230","02004622111000953000000000U3","CENTRO DE ESPECIALIDADES ODONTOLOGICAS",,"622111","Hospitales generales del sector privado","11 a 30 personas","CALLE","RUFINO TAMAYO","BOULEVARD","CUAUHTEMOC NORTE","CALLE","DOCTOR ATL","CALLE","FRANCISCO GOITIA","9910",,"HOSPITAL, CENTRO MEDICO O CLINICA","PISO 4",,,"COLONIA","ZONA URBANA RIO TIJUANA","HOSPITAL, CENTRO MEDICO O CLINICA","IMMUNUTY THERAPY CENTER","9910","22320","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","3357","003","6641985587","DR.MONTESDEOCA.M@HOTMAIL.COM",,"Fijo","32.52483785","-117.01550941","2019-11"
"127972","02004931610001223010000000U7","CENTRO DE SALUD EL RUBI","ISESALUD GOBIERNO DEL ESTADO DE BC ","622112","Hospitales generales del sector público","11 a 30 personas","PRIVADA","ESTEBAN CANTU","CALLE","ESTEBAN CANTU","CALLE","JOSE MARIA CRUZ","BOULEVARD","BOULEVARD DE LOS FUNDADORES",,"SN",,,,,"COLONIA","OBERA 2A SECCION",,,,"22626","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","169A","007","6649008792",,,"Fijo","32.47942644","-117.03742775","2014-12"
"6914951","02002622111000471000000000U0","CENTRO DE TERAPIA VASCULAR",,"622111","Hospitales generales del sector privado","0 a 5 personas","AVENIDA","CRISTOBAL COLON","CALLE","J","CALLE","I","AVENIDA","FRANCISCO I. MADERO","1752",,,,"0",,"COLONIA","NUEVA",,,,"21100","02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","0095","045",,"TAIDEORTIZ@HOTMAIL.COM",,"Fijo","32.66735352","-115.4613364","2019-11"
