Fecha,anio,mes,Estado,nombre,Especificacion,precio_promedio,generico,tipo,cantidad_tipo,dosis,cantidad_dosis,unidad_dosis,cvegeo,prev_diab,precio_prom_def,pobreza_laboral,publico,privado
01/12/2020,2020,12,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,562.8160117,1.585,29,27
01/01/2021,2021,1,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,558.0170649,1.7115,29,27
01/02/2021,2021,2,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,554.5235664,1.7115,29,27
01/03/2021,2021,3,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,549.9589075,1.7115,29,27
01/04/2021,2021,4,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,548.1500125,1.4479,29,27
01/05/2021,2021,5,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,547.0559007,1.4479,29,27
01/06/2021,2021,6,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,544.1717902,1.4479,29,27
01/07/2021,2021,7,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,540.9800081,1.1904,29,27
01/08/2021,2021,8,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,539.9540953,1.1904,29,27
01/09/2021,2021,9,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,536.6270079,1.1904,29,27
01/10/2021,2021,10,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",612,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,532.15689,0.9467,29,27
01/11/2021,2021,11,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,551.9507733,0.9467,29,27
01/12/2021,2021,12,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,549.9708781,0.9467,29,27
01/01/2022,2022,1,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",633,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,539.0804314,1.0436,29,27
01/02/2022,2022,2,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,542.2444532,1.0436,29,27
01/03/2022,2022,3,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,536.9288575,1.0436,29,27
01/04/2022,2022,4,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,534.0450144,1.0436,29,27
01/05/2022,2022,5,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",642,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,533.0854606,1.0436,29,27
01/06/2022,2022,6,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",628,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,517.1167632,1.0436,29,27
01/07/2022,2022,7,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",655,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,535.3876218,1.0436,29,27
01/08/2022,2022,8,B.C.S.,HUMULIN N,"AMPOLLETAS, FCO CON 10 ML/100UL, LAB LILLY",655,Insulina,ampolletas,1, 10 ml/100ul,10,ml,3,8.37,531.6659601,1.0436,29,27
01/08/2018,2018,8,Col.,LANTUS,"AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOSTAR",394.16,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,394.16,0.9809,15,13
01/08/2018,2018,8,Col.,INSULINE N P H,"AMPOLLETAS, AMPULA DE 10 ML, LAB PISA",106.89,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,106.89,0.9809,15,13
01/09/2018,2018,9,Col.,LANTUS,"AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOSTAR",394.16,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,392.5114519,0.9809,15,13
01/09/2018,2018,9,Col.,INSULINE N P H,"AMPOLLETAS, AMPULA DE 10 ML, LAB PISA",106.89,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,106.4429397,0.9809,15,13
01/10/2018,2018,10,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",395.58,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,391.8876968,0.9722,15,13
01/10/2018,2018,10,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",106.89,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,105.8922997,0.9722,15,13
01/11/2018,2018,11,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",403.47,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,396.3352031,0.9722,15,13
01/11/2018,2018,11,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",109.91,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,107.966397,0.9722,15,13
01/12/2018,2018,12,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",409.93,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,399.8817946,0.9722,15,13
01/12/2018,2018,12,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",112.93,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,110.1618595,0.9722,15,13
01/01/2019,2019,1,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",409.93,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,399.6421172,0.9539,15,13
01/01/2019,2019,1,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",112.93,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,110.0958317,0.9539,15,13
01/02/2019,2019,2,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",409.93,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,399.5222246,0.9539,15,13
01/02/2019,2019,2,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",112.93,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,110.062803,0.9539,15,13
01/03/2019,2019,3,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",416.08,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,405.0346015,0.9539,15,13
01/03/2019,2019,3,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",112.93,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,109.9321225,0.9539,15,13
01/04/2019,2019,4,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,410.7748766,0.9896,15,13
01/04/2019,2019,4,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",112.93,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,109.8662028,0.9896,15,13
01/05/2019,2019,5,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,410.0342943,0.9896,15,13
01/05/2019,2019,5,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",115.78,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,112.4358065,0.9896,15,13
01/06/2019,2019,6,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,409.8293796,0.9896,15,13
01/06/2019,2019,6,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.63,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,115.1459141,0.9896,15,13
01/07/2019,2019,7,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,409.3017015,0.9915,15,13
01/07/2019,2019,7,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.63,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,114.9976573,0.9915,15,13
01/08/2019,2019,8,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,409.2198412,0.9915,15,13
01/08/2019,2019,8,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.63,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,114.9746578,0.9915,15,13
01/09/2019,2019,9,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",422.23,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,408.2402768,0.9915,15,13
01/09/2019,2019,9,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.63,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,114.6994388,0.9915,15,13
01/10/2019,2019,10,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",426.45,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,410.105884,0.9524,15,13
01/10/2019,2019,10,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.63,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,114.0833885,0.9524,15,13
01/11/2019,2019,11,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",426.45,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,406.8107172,0.9524,15,13
01/11/2019,2019,11,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.57,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,113.1095011,0.9524,15,13
01/12/2019,2019,12,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",426.45,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,405.2221298,0.9524,15,13
01/12/2019,2019,12,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,112.6107975,0.9524,15,13
01/01/2020,2020,1,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",426.45,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,404.5452637,1,15,13
01/01/2020,2020,1,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,112.4226972,1,15,13
01/02/2020,2020,2,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",426.45,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,403.688115,1,15,13
01/02/2020,2020,2,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,112.1844964,1,15,13
01/03/2020,2020,3,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.98,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,410.6659212,1,15,13
01/03/2020,2020,3,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,111.8856461,1,15,13
01/04/2020,2020,4,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.98,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,409.5105161,ND,15,13
01/04/2020,2020,4,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,111.5708567,ND,15,13
01/05/2020,2020,5,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.98,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,409.1529146,ND,15,13
01/05/2020,2020,5,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,111.4734285,ND,15,13
01/06/2020,2020,6,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.94,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,408.910732,ND,15,13
01/06/2020,2020,6,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",118.51,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,111.4176918,ND,15,13
01/07/2020,2020,7,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.9,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,406.7506461,1.3232,15,13
01/07/2020,2020,7,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",128.9,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,120.5568137,1.3232,15,13
01/08/2020,2020,8,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",434.9,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,405.1704812,1.3232,15,13
01/08/2020,2020,8,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",128.9,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,120.0884687,1.3232,15,13
01/09/2020,2020,9,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",402.46,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,374.0876597,1.3232,15,13
01/09/2020,2020,9,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",115.46,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,107.3203826,1.3232,15,13
01/10/2020,2020,10,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",416.46,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,384.7537,1.1603,15,13
01/10/2020,2020,10,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",102.01,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,94.24368472,1.1603,15,13
01/11/2020,2020,11,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",428.3,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,395.3759859,1.1603,15,13
01/11/2020,2020,11,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",102.01,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,94.16835004,1.1603,15,13
01/12/2020,2020,12,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",428.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,393.8424594,1.1603,15,13
01/12/2020,2020,12,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",115.46,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,106.1809423,1.1603,15,13
01/01/2021,2021,1,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",462.82,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,421.9958464,1.1619,15,13
01/01/2021,2021,1,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",128.9,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,117.5300648,1.1619,15,13
01/02/2021,2021,2,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",462.82,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,419.3539167,1.1619,15,13
01/02/2021,2021,2,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",134.06,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,121.4696557,1.1619,15,13
01/03/2021,2021,3,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",479.48,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,430.8730343,1.1619,15,13
01/03/2021,2021,3,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,124.9269401,1.1619,15,13
01/04/2021,2021,4,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",479.48,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,429.45583,0.9584,15,13
01/04/2021,2021,4,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,124.5160371,0.9584,15,13
01/05/2021,2021,5,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",479.48,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,428.5986328,0.9584,15,13
01/05/2021,2021,5,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,124.2675021,0.9584,15,13
01/06/2021,2021,6,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",479.48,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,426.3390359,0.9584,15,13
01/06/2021,2021,6,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,123.6123567,0.9584,15,13
01/07/2021,2021,7,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",479.48,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,423.8383894,0.9343,15,13
01/07/2021,2021,7,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,122.8873215,0.9343,15,13
01/08/2021,2021,8,Col.,LANTUS,"MED P/DIAB, AMPOLLETAS, CARTUCHO CON 3 ML, LAB SOLOS",496.26,Insulina,ampolletas,1,3 ml,3,ml,6,10.83,437.8392473,0.9343,15,13
01/08/2021,2021,8,Col.,INSULINE N P H,"MED P/DIAB, AMPOLLETAS, AMPULA DE 10 ML, LAB",139.02,Insulina,ampolletas,1,10 ml,10,ml,6,10.83,122.6542783,0.9343,15,13
